, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2019-11-26,3500.0,11733.0,720.0,553.0,820.0,3584.0,344.0,709.0,263.0,464.0,1614.0,818.0,2615.0,103.0,2945.0,4060.0,10357.0,11358.0,1030.0,11783.0,1499.0,3039.0,3829.0,100.0,66700.0,630.0,71367.0,89999.0,1331.0,500.0,91841.0,1193.0,94592.0,117.0,1027.0,95628.0,95631.0,259.0,189.0,227.0,357.0,115.0,794.0,120.0,312.0,186.0,373.0,1500.0,1425.0,436.0,455.0,1325.0,417.0,1742.0,408.0,1261.0,1567.0,2587.0,1336.0,41.0,2794.0,2763.0,2556.0,2398.0,264.0,4555.0,141.0,134.0,7389.0,103.0,185.0,200.0,141.0,61.0,322.0,290.0,74.0,251.0,910.0,75.0,52.0,58.0,239.0,57.0,1062.0,163.0,10958.0,11625.0,4497.0,736.0,13946.0,1935.0,1341.0,3770.0,17476.0,17476.0,17624.0,17624.0,158.0,114925.0,246.0,238.0,75.0,421.0,158.0,440.0,118926.0,5194.0,121898.0,641.0,885.0,575.0,124041.0
2019-11-27,3478.0,11700.0,715.0,545.0,815.0,3567.0,340.0,705.0,263.0,458.0,1612.0,813.0,2591.0,103.0,2928.0,4044.0,10558.0,11575.0,1014.0,11934.0,1429.0,2989.0,3776.0,99.0,66488.0,620.0,71052.0,89999.0,1320.0,491.0,91824.0,1176.0,94554.0,116.0,1008.0,95568.0,95571.0,243.0,176.0,218.0,327.0,111.0,783.0,113.0,313.0,185.0,369.0,1494.0,1407.0,434.0,453.0,1316.0,415.0,1728.0,407.0,1257.0,1558.0,2575.0,1327.0,41.0,2722.0,2693.0,2480.0,2362.0,264.0,4507.0,140.0,134.0,7393.0,103.0,184.0,198.0,140.0,61.0,299.0,286.0,74.0,251.0,913.0,75.0,52.0,58.0,239.0,57.0,1067.0,160.0,10984.0,11654.0,4477.0,728.0,13902.0,1937.0,1265.0,3767.0,17446.0,17446.0,17595.0,17595.0,146.0,114778.0,196.0,265.0,64.0,418.0,156.0,437.0,118796.0,5203.0,121744.0,641.0,799.0,564.0,123821.0
2019-11-28,3478.0,11692.0,714.0,534.0,811.0,3636.0,339.0,695.0,263.0,455.0,1607.0,803.0,2561.0,102.0,2914.0,4033.0,10572.0,11588.0,1000.0,12461.0,1369.0,2939.0,3724.0,99.0,66489.0,605.0,70940.0,89999.0,1305.0,484.0,91806.0,1158.0,94518.0,115.0,992.0,95518.0,95520.0,238.0,171.0,224.0,313.0,110.0,774.0,108.0,315.0,187.0,366.0,1485.0,1391.0,433.0,452.0,1318.0,412.0,1712.0,407.0,1253.0,1547.0,2567.0,1319.0,41.0,2644.0,2619.0,2403.0,2337.0,265.0,4474.0,139.0,134.0,7397.0,103.0,184.0,198.0,139.0,61.0,279.0,283.0,74.0,250.0,913.0,75.0,53.0,58.0,237.0,57.0,1071.0,159.0,10988.0,11662.0,4470.0,723.0,13853.0,1913.0,1224.0,3755.0,17411.0,17411.0,17559.0,17559.0,146.0,114678.0,194.0,252.0,75.0,438.0,159.0,435.0,118722.0,5216.0,121652.0,641.0,885.0,568.0,123679.0
2019-11-29,3476.0,11692.0,714.0,526.0,806.0,3745.0,339.0,686.0,263.0,450.0,1597.0,792.0,2528.0,101.0,2890.0,4135.0,10556.0,11567.0,641.0,12520.0,1322.0,2889.0,3674.0,99.0,66445.0,595.0,70876.0,89999.0,1293.0,477.0,91785.0,1137.0,94473.0,113.0,977.0,95458.0,95461.0,230.0,165.0,227.0,296.0,107.0,766.0,104.0,317.0,184.0,362.0,1478.0,1374.0,433.0,452.0,1328.0,409.0,1709.0,407.0,1248.0,1537.0,2559.0,1311.0,41.0,2572.0,2546.0,2322.0,2311.0,266.0,4448.0,138.0,134.0,7401.0,103.0,184.0,196.0,138.0,61.0,279.0,283.0,74.0,252.0,913.0,75.0,53.0,58.0,236.0,57.0,1078.0,157.0,10987.0,11659.0,4466.0,723.0,13824.0,1881.0,1236.0,3720.0,17369.0,17369.0,17517.0,17517.0,142.0,114562.0,194.0,229.0,76.0,435.0,159.0,438.0,118660.0,5234.0,121580.0,641.0,835.0,565.0,123684.0
2019-11-30,3452.0,11675.0,710.0,515.0,806.0,3729.0,339.0,682.0,262.0,447.0,1588.0,782.0,2491.0,101.0,2864.0,4210.0,10532.0,11537.0,581.0,12527.0,1284.0,2855.0,3628.0,98.0,66185.0,583.0,70594.0,89999.0,1287.0,469.0,91764.0,1116.0,94429.0,112.0,959.0,95396.0,95399.0,221.0,158.0,224.0,275.0,106.0,765.0,100.0,319.0,184.0,359.0,1476.0,1357.0,432.0,451.0,1336.0,405.0,1716.0,422.0,1243.0,1527.0,2549.0,1305.0,41.0,2543.0,2510.0,2256.0,2287.0,267.0,4594.0,137.0,134.0,7405.0,103.0,184.0,195.0,137.0,61.0,281.0,283.0,74.0,255.0,916.0,75.0,54.0,58.0,235.0,56.0,1082.0,154.0,10996.0,11664.0,4453.0,739.0,13820.0,1863.0,1236.0,3699.0,17347.0,17347.0,17495.0,17495.0,142.0,114450.0,188.0,231.0,75.0,407.0,158.0,439.0,118557.0,5246.0,121461.0,641.0,800.0,563.0,123492.0
2019-12-01,3444.0,11460.0,708.0,508.0,806.0,3718.0,339.0,682.0,260.0,446.0,1576.0,772.0,2452.0,101.0,2846.0,4203.0,10507.0,11506.0,575.0,12449.0,1254.0,2873.0,3631.0,96.0,70182.0,574.0,71856.0,89999.0,1276.0,460.0,91748.0,1098.0,94393.0,110.0,942.0,95342.0,95344.0,209.0,149.0,219.0,255.0,102.0,762.0,97.0,321.0,182.0,355.0,1477.0,1343.0,431.0,448.0,1336.0,404.0,1722.0,470.0,1239.0,1515.0,2534.0,1299.0,41.0,2531.0,2499.0,2225.0,2271.0,269.0,5093.0,137.0,134.0,7409.0,103.0,184.0,195.0,137.0,61.0,276.0,283.0,74.0,258.0,918.0,75.0,54.0,59.0,234.0,56.0,1085.0,152.0,11004.0,11672.0,4445.0,761.0,13806.0,1844.0,1168.0,3677.0,17338.0,17338.0,17486.0,17486.0,144.0,114363.0,194.0,225.0,80.0,407.0,159.0,437.0,118477.0,5262.0,121364.0,641.0,840.0,563.0,123375.0
2019-12-02,3442.0,9574.0,708.0,498.0,802.0,3706.0,339.0,682.0,259.0,446.0,1571.0,762.0,2421.0,101.0,2831.0,4191.0,10729.0,11742.0,568.0,12887.0,1219.0,2894.0,3651.0,93.0,83203.0,567.0,85673.0,89999.0,1263.0,455.0,91732.0,1081.0,94360.0,109.0,925.0,95293.0,95295.0,203.0,150.0,218.0,265.0,109.0,762.0,94.0,323.0,184.0,351.0,1474.0,1357.0,431.0,447.0,1340.0,402.0,1723.0,467.0,1235.0,1507.0,2525.0,1294.0,41.0,2516.0,2487.0,2207.0,2258.0,270.0,5077.0,136.0,134.0,7413.0,101.0,181.0,195.0,137.0,61.0,280.0,283.0,74.0,262.0,921.0,75.0,54.0,59.0,234.0,56.0,1090.0,156.0,11020.0,11684.0,4437.0,766.0,13775.0,1816.0,1127.0,3650.0,17314.0,17314.0,17463.0,17463.0,149.0,114300.0,209.0,225.0,94.0,403.0,161.0,437.0,118439.0,5277.0,121312.0,692.0,923.0,630.0,123403.0
2019-12-03,3402.0,9551.0,705.0,491.0,799.0,3697.0,339.0,682.0,259.0,446.0,1570.0,757.0,2401.0,100.0,2820.0,4179.0,11113.0,12161.0,558.0,13380.0,1193.0,2915.0,3671.0,97.0,83357.0,559.0,87662.0,89999.0,1253.0,448.0,91713.0,1064.0,94323.0,108.0,906.0,95237.0,95239.0,192.0,143.0,213.0,258.0,110.0,763.0,91.0,325.0,180.0,348.0,1475.0,1369.0,431.0,445.0,1354.0,400.0,1724.0,466.0,1227.0,1499.0,2517.0,1288.0,41.0,2496.0,2470.0,2186.0,2243.0,269.0,5061.0,135.0,134.0,7417.0,101.0,181.0,195.0,138.0,61.0,287.0,283.0,74.0,265.0,924.0,75.0,54.0,58.0,233.0,56.0,1095.0,160.0,11052.0,11711.0,4432.0,781.0,13757.0,1782.0,1176.0,3617.0,17284.0,17284.0,17432.0,17432.0,202.0,114289.0,232.0,237.0,99.0,402.0,163.0,439.0,118446.0,5293.0,121303.0,696.0,1040.0,681.0,123626.0
2019-12-04,3342.0,9487.0,702.0,482.0,799.0,3684.0,337.0,682.0,259.0,445.0,1570.0,752.0,2383.0,100.0,2815.0,4169.0,11145.0,12194.0,550.0,13311.0,1162.0,2937.0,3690.0,95.0,83597.0,548.0,87922.0,89999.0,1246.0,444.0,91697.0,1050.0,94292.0,107.0,888.0,95187.0,95189.0,179.0,135.0,206.0,245.0,105.0,753.0,86.0,326.0,178.0,340.0,1473.0,1353.0,430.0,445.0,1373.0,399.0,1734.0,466.0,1220.0,1490.0,2504.0,1283.0,41.0,2480.0,2455.0,2163.0,2227.0,267.0,5040.0,134.0,134.0,7421.0,101.0,181.0,195.0,138.0,60.0,281.0,283.0,74.0,268.0,930.0,75.0,54.0,58.0,231.0,56.0,1099.0,158.0,11081.0,11742.0,4431.0,789.0,13739.0,1755.0,1133.0,3587.0,17263.0,17263.0,17411.0,17411.0,264.0,114269.0,192.0,256.0,88.0,406.0,159.0,441.0,118471.0,5309.0,121315.0,712.0,888.0,612.0,123665.0
2019-12-05,3335.0,9460.0,701.0,476.0,799.0,3674.0,335.0,679.0,259.0,445.0,1570.0,742.0,2358.0,99.0,2806.0,4159.0,11129.0,12173.0,542.0,13175.0,1132.0,2958.0,3707.0,91.0,83564.0,545.0,87969.0,89999.0,1241.0,438.0,91685.0,1035.0,94264.0,106.0,873.0,95143.0,95145.0,166.0,129.0,201.0,233.0,100.0,739.0,81.0,326.0,178.0,329.0,1457.0,1329.0,429.0,446.0,1382.0,395.0,1747.0,466.0,1214.0,1480.0,2490.0,1277.0,41.0,2472.0,2447.0,2144.0,2216.0,265.0,5025.0,133.0,134.0,7425.0,101.0,181.0,195.0,138.0,60.0,276.0,283.0,74.0,271.0,931.0,75.0,54.0,58.0,229.0,56.0,1107.0,155.0,11086.0,11752.0,4429.0,785.0,13725.0,1733.0,1046.0,3565.0,17238.0,17238.0,17387.0,17387.0,236.0,114151.0,155.0,244.0,79.0,419.0,158.0,439.0,118394.0,5328.0,121231.0,727.0,865.0,597.0,123419.0
2019-12-06,3336.0,9461.0,701.0,467.0,799.0,3665.0,335.0,677.0,259.0,446.0,1564.0,735.0,2334.0,99.0,2796.0,4154.0,11109.0,12147.0,535.0,13099.0,1097.0,2978.0,3724.0,89.0,83430.0,541.0,87861.0,89999.0,1236.0,432.0,91674.0,1021.0,94238.0,105.0,858.0,95102.0,95103.0,153.0,121.0,197.0,219.0,96.0,723.0,78.0,326.0,177.0,318.0,1439.0,1301.0,428.0,446.0,1388.0,393.0,1754.0,465.0,1207.0,1471.0,2477.0,1271.0,41.0,2464.0,2443.0,2132.0,2212.0,263.0,5014.0,132.0,134.0,7429.0,101.0,181.0,195.0,138.0,59.0,269.0,283.0,73.0,275.0,930.0,75.0,54.0,59.0,228.0,56.0,1116.0,152.0,11075.0,11743.0,4420.0,769.0,13706.0,1705.0,1008.0,3538.0,17198.0,17198.0,17346.0,17346.0,261.0,114075.0,144.0,204.0,72.0,416.0,157.0,437.0,118353.0,5352.0,121184.0,734.0,795.0,589.0,123339.0
2019-12-07,3334.0,9457.0,700.0,459.0,799.0,3656.0,335.0,672.0,257.0,446.0,1550.0,732.0,2306.0,98.0,2784.0,4149.0,11091.0,12123.0,528.0,13036.0,1064.0,2999.0,3742.0,87.0,83323.0,536.0,87755.0,89999.0,1233.0,425.0,91662.0,1007.0,94212.0,104.0,843.0,95061.0,95063.0,144.0,116.0,193.0,216.0,93.0,709.0,74.0,326.0,176.0,307.0,1418.0,1277.0,427.0,445.0,1394.0,392.0,1760.0,466.0,1200.0,1461.0,2467.0,1264.0,41.0,2450.0,2433.0,2119.0,2208.0,261.0,5009.0,132.0,134.0,7433.0,101.0,181.0,194.0,138.0,59.0,273.0,283.0,73.0,278.0,933.0,75.0,54.0,58.0,228.0,56.0,1123.0,151.0,11066.0,11731.0,4402.0,763.0,13664.0,1678.0,990.0,3509.0,17139.0,17139.0,17287.0,17287.0,312.0,114009.0,150.0,184.0,77.0,382.0,157.0,437.0,118293.0,5379.0,121122.0,742.0,792.0,590.0,123248.0
2019-12-08,3310.0,9443.0,696.0,455.0,799.0,3647.0,334.0,671.0,255.0,446.0,1541.0,724.0,2285.0,98.0,2771.0,4140.0,11073.0,12100.0,521.0,12944.0,1038.0,3019.0,3759.0,85.0,83251.0,530.0,87688.0,89999.0,1226.0,419.0,91653.0,994.0,94189.0,103.0,829.0,95023.0,95024.0,136.0,111.0,190.0,209.0,90.0,698.0,71.0,326.0,176.0,297.0,1400.0,1249.0,426.0,444.0,1396.0,389.0,1763.0,467.0,1193.0,1452.0,2454.0,1258.0,41.0,2434.0,2419.0,2100.0,2191.0,261.0,4998.0,131.0,134.0,7437.0,100.0,179.0,193.0,137.0,58.0,277.0,283.0,73.0,281.0,936.0,75.0,54.0,58.0,228.0,56.0,1132.0,149.0,11066.0,11728.0,4392.0,767.0,13653.0,1650.0,972.0,3477.0,17097.0,17097.0,17246.0,17246.0,335.0,113912.0,140.0,181.0,73.0,357.0,155.0,434.0,118200.0,5405.0,121027.0,749.0,794.0,589.0,123143.0
2019-12-09,3301.0,9425.0,691.0,445.0,799.0,3632.0,331.0,669.0,253.0,445.0,1536.0,720.0,2273.0,98.0,2759.0,4135.0,11050.0,12071.0,515.0,12882.0,1016.0,3040.0,3776.0,84.0,83170.0,525.0,87623.0,89999.0,1219.0,415.0,91642.0,982.0,94166.0,102.0,815.0,94986.0,94987.0,127.0,105.0,187.0,200.0,87.0,689.0,69.0,327.0,175.0,287.0,1386.0,1220.0,425.0,443.0,1406.0,388.0,1766.0,466.0,1185.0,1445.0,2443.0,1250.0,41.0,2416.0,2404.0,2080.0,2166.0,261.0,4976.0,130.0,134.0,7442.0,99.0,178.0,192.0,137.0,58.0,285.0,282.0,73.0,284.0,942.0,75.0,53.0,58.0,227.0,56.0,1142.0,148.0,11073.0,11732.0,4388.0,760.0,13642.0,1626.0,961.0,3452.0,17060.0,17060.0,17209.0,17209.0,351.0,113825.0,128.0,178.0,70.0,344.0,155.0,431.0,118117.0,5431.0,120940.0,754.0,728.0,587.0,123073.0
2019-12-10,3281.0,9415.0,688.0,442.0,795.0,3623.0,327.0,666.0,252.0,440.0,1532.0,717.0,2265.0,97.0,2749.0,4127.0,11033.0,12049.0,510.0,12797.0,999.0,2499.0,3667.0,83.0,83105.0,515.0,87430.0,88124.0,1214.0,412.0,90110.0,970.0,92979.0,101.0,803.0,94187.0,94288.0,122.0,104.0,185.0,213.0,90.0,685.0,68.0,328.0,174.0,278.0,1373.0,1202.0,424.0,439.0,1399.0,386.0,1770.0,465.0,1177.0,1436.0,2430.0,1245.0,41.0,2400.0,2389.0,2057.0,2138.0,260.0,4949.0,129.0,134.0,7447.0,99.0,177.0,192.0,137.0,58.0,282.0,279.0,73.0,288.0,945.0,75.0,52.0,58.0,226.0,55.0,1152.0,146.0,11078.0,11737.0,4379.0,764.0,13634.0,1602.0,952.0,3427.0,17136.0,17136.0,17284.0,17284.0,335.0,113684.0,142.0,167.0,80.0,341.0,157.0,431.0,118010.0,5457.0,120832.0,757.0,807.0,615.0,122909.0
2019-12-11,3267.0,9382.0,688.0,436.0,792.0,3617.0,326.0,663.0,252.0,437.0,1526.0,709.0,2248.0,96.0,2734.0,4122.0,11013.0,12024.0,505.0,12612.0,984.0,1005.0,1945.0,82.0,83111.0,512.0,85692.0,84999.0,1212.0,411.0,86625.0,958.0,89182.0,100.0,791.0,90201.0,90312.0,121.0,107.0,185.0,220.0,90.0,686.0,70.0,330.0,174.0,271.0,1367.0,1186.0,424.0,439.0,1398.0,385.0,1762.0,465.0,1171.0,1428.0,2416.0,1242.0,41.0,2380.0,2374.0,2037.0,2114.0,259.0,4921.0,128.0,134.0,7451.0,99.0,177.0,192.0,137.0,58.0,282.0,278.0,73.0,291.0,948.0,75.0,52.0,58.0,226.0,55.0,1160.0,144.0,11085.0,11742.0,4373.0,778.0,13644.0,1582.0,952.0,3407.0,22550.0,22550.0,22698.0,22698.0,371.0,114119.0,161.0,169.0,92.0,333.0,159.0,432.0,118243.0,5481.0,121011.0,771.0,902.0,628.0,123178.0
2019-12-12,3268.0,9379.0,687.0,428.0,798.0,3608.0,326.0,661.0,252.0,438.0,1519.0,702.0,2233.0,96.0,2721.0,4119.0,10988.0,11993.0,499.0,12901.0,978.0,993.0,1732.0,81.0,83133.0,502.0,85494.0,84999.0,1211.0,408.0,86620.0,948.0,89108.0,99.0,779.0,89890.0,89891.0,122.0,108.0,187.0,241.0,91.0,685.0,73.0,333.0,177.0,268.0,1366.0,1171.0,423.0,440.0,1407.0,384.0,1759.0,465.0,1167.0,1421.0,2406.0,1242.0,41.0,2355.0,2351.0,2012.0,2088.0,259.0,4894.0,127.0,134.0,7456.0,99.0,177.0,192.0,137.0,58.0,285.0,278.0,74.0,294.0,954.0,75.0,52.0,58.0,228.0,55.0,1164.0,143.0,11095.0,11750.0,4368.0,783.0,13662.0,1562.0,957.0,3387.0,22983.0,22983.0,23131.0,23131.0,357.0,114675.0,157.0,186.0,94.0,328.0,156.0,435.0,119075.0,5499.0,121877.0,787.0,893.0,636.0,124163.0
2019-12-13,3268.0,9380.0,683.0,423.0,799.0,3596.0,326.0,656.0,252.0,443.0,1513.0,696.0,2223.0,95.0,2713.0,4112.0,10965.0,11963.0,496.0,13624.0,968.0,981.0,1719.0,83.0,83133.0,497.0,85475.0,84999.0,1207.0,405.0,86615.0,937.0,89092.0,99.0,767.0,89862.0,89864.0,124.0,109.0,188.0,258.0,94.0,688.0,75.0,337.0,179.0,265.0,1368.0,1161.0,422.0,438.0,1402.0,382.0,1762.0,465.0,1160.0,1412.0,2397.0,1242.0,41.0,2342.0,2337.0,1985.0,2060.0,259.0,4865.0,126.0,134.0,7461.0,99.0,177.0,192.0,138.0,57.0,285.0,278.0,75.0,298.0,957.0,75.0,50.0,58.0,229.0,55.0,1168.0,143.0,11101.0,11756.0,4364.0,780.0,13654.0,1545.0,940.0,3365.0,22955.0,22955.0,23103.0,23103.0,433.0,114599.0,180.0,196.0,98.0,343.0,155.0,434.0,118974.0,5515.0,121757.0,872.0,926.0,669.0,124099.0
2019-12-14,3248.0,9371.0,681.0,418.0,799.0,3591.0,326.0,656.0,252.0,445.0,1508.0,694.0,2210.0,95.0,2708.0,4103.0,10948.0,11941.0,491.0,13638.0,960.0,961.0,1695.0,82.0,83221.0,497.0,85519.0,84999.0,1212.0,405.0,86611.0,926.0,89076.0,98.0,757.0,89836.0,89837.0,125.0,110.0,189.0,271.0,97.0,693.0,76.0,340.0,175.0,262.0,1375.0,1696.0,421.0,437.0,1409.0,381.0,1758.0,465.0,1153.0,1405.0,2383.0,1242.0,41.0,2328.0,2327.0,1967.0,2040.0,259.0,4838.0,126.0,134.0,7465.0,99.0,177.0,192.0,138.0,57.0,280.0,278.0,75.0,301.0,959.0,75.0,50.0,58.0,229.0,55.0,1171.0,142.0,11103.0,11758.0,4363.0,785.0,13646.0,1530.0,917.0,3347.0,22935.0,22935.0,23083.0,23083.0,487.0,114774.0,185.0,223.0,97.0,355.0,155.0,432.0,119128.0,5532.0,121887.0,878.0,955.0,680.0,124325.0
2019-12-15,3212.0,9334.0,680.0,411.0,799.0,3643.0,326.0,655.0,252.0,446.0,1505.0,690.0,2201.0,95.0,2701.0,4104.0,10926.0,11914.0,487.0,13553.0,962.0,959.0,1687.0,80.0,83151.0,491.0,85492.0,84999.0,1019.0,405.0,86608.0,918.0,89065.0,97.0,747.0,89814.0,89815.0,125.0,110.0,189.0,280.0,96.0,700.0,75.0,343.0,175.0,259.0,1385.0,1879.0,420.0,438.0,1420.0,380.0,1761.0,465.0,1147.0,1399.0,2373.0,1242.0,41.0,2311.0,2313.0,1948.0,2020.0,259.0,4814.0,125.0,134.0,7469.0,98.0,176.0,192.0,138.0,57.0,268.0,278.0,76.0,304.0,963.0,75.0,50.0,58.0,228.0,55.0,1175.0,143.0,11110.0,11762.0,4351.0,793.0,13734.0,1510.0,917.0,3328.0,22920.0,22920.0,23068.0,23068.0,502.0,115269.0,172.0,244.0,92.0,375.0,156.0,429.0,119703.0,5548.0,122446.0,852.0,948.0,679.0,124912.0
2019-12-16,3197.0,9309.0,676.0,405.0,799.0,3721.0,326.0,651.0,252.0,446.0,1503.0,683.0,2193.0,94.0,2690.0,4182.0,10903.0,11886.0,482.0,13520.0,954.0,951.0,1682.0,80.0,83048.0,483.0,85363.0,84999.0,827.0,405.0,86461.0,909.0,88929.0,96.0,739.0,89698.0,89707.0,124.0,108.0,187.0,282.0,92.0,703.0,74.0,346.0,172.0,256.0,1393.0,1888.0,420.0,438.0,1429.0,375.0,1769.0,465.0,1140.0,1394.0,2365.0,1242.0,41.0,2302.0,2304.0,1929.0,1998.0,258.0,4791.0,124.0,134.0,7473.0,97.0,174.0,190.0,137.0,57.0,267.0,278.0,75.0,307.0,967.0,75.0,50.0,58.0,229.0,55.0,1177.0,140.0,11114.0,11764.0,4343.0,797.0,18139.0,1493.0,905.0,3309.0,22895.0,22895.0,23043.0,23043.0,477.0,115210.0,169.0,245.0,92.0,397.0,161.0,422.0,119738.0,5565.0,122488.0,861.0,957.0,673.0,124992.0
2019-12-17,3197.0,9304.0,675.0,402.0,799.0,3715.0,325.0,649.0,252.0,446.0,1499.0,681.0,2188.0,94.0,2680.0,4233.0,10947.0,11934.0,479.0,13487.0,941.0,938.0,1671.0,78.0,82988.0,481.0,85283.0,84999.0,812.0,404.0,86254.0,892.0,88698.0,96.0,729.0,89450.0,89458.0,123.0,108.0,186.0,284.0,89.0,703.0,72.0,349.0,171.0,254.0,1395.0,1893.0,419.0,440.0,1446.0,372.0,1776.0,464.0,1136.0,1389.0,2358.0,1242.0,41.0,2304.0,2302.0,1922.0,1987.0,255.0,4771.0,123.0,134.0,7471.0,97.0,174.0,190.0,136.0,56.0,261.0,278.0,76.0,311.0,969.0,75.0,50.0,58.0,231.0,55.0,1179.0,140.0,11111.0,11755.0,4341.0,784.0,18536.0,1482.0,889.0,3296.0,22877.0,22877.0,23025.0,23025.0,425.0,114964.0,155.0,236.0,88.0,400.0,166.0,425.0,119566.0,5582.0,122324.0,866.0,917.0,665.0,124806.0
2019-12-18,3200.0,9305.0,675.0,395.0,799.0,3708.0,322.0,648.0,252.0,444.0,1496.0,676.0,2185.0,94.0,2674.0,4229.0,10993.0,11989.0,475.0,13436.0,932.0,930.0,1664.0,77.0,82986.0,481.0,85256.0,84999.0,809.0,402.0,86215.0,874.0,88631.0,95.0,720.0,89358.0,89360.0,119.0,105.0,184.0,283.0,85.0,701.0,69.0,350.0,171.0,253.0,1395.0,1897.0,418.0,441.0,1474.0,373.0,1795.0,464.0,1135.0,1383.0,2348.0,1242.0,41.0,2311.0,2307.0,1924.0,1985.0,254.0,4760.0,122.0,134.0,7472.0,97.0,174.0,189.0,135.0,56.0,253.0,278.0,76.0,314.0,970.0,75.0,50.0,58.0,231.0,55.0,1183.0,140.0,11109.0,11751.0,4334.0,763.0,18512.0,1469.0,880.0,3285.0,22848.0,22848.0,22996.0,22996.0,397.0,114717.0,132.0,230.0,80.0,392.0,171.0,430.0,119335.0,5585.0,122082.0,862.0,906.0,649.0,124550.0
